uniprot_id	entry_name	gene_symbol	protein_name	pe_level	length
Q96BY9	SARAF_HUMAN	SARAF	Store-operated calcium entry-associated regulatory factor	1	339
Q96FJ2	DYL2_HUMAN	DYNLL2	Dynein light chain 2, cytoplasmic	1	89
Q96FM1	PGAP3_HUMAN	PGAP3	GPI-specific phospholipase A2-like PGAP3	1	320
Q96HN2	SAHH3_HUMAN	AHCYL2	S-adenosylhomocysteine hydrolase-like protein 2	1	611
Q96HP0	DOCK6_HUMAN	DOCK6	Dedicator of cytokinesis protein 6	1	2047
Q99801	NKX31_HUMAN	NKX3-1	Homeobox protein Nkx-3.1	1	234
Q9BVN2	RUSC1_HUMAN	RUSC1	AP-4 complex accessory subunit RUSC1	1	902
Q9H106	SIRPD_HUMAN	SIRPD	Signal-regulatory protein delta	1	197
Q9H2H0	CXXC4_HUMAN	CXXC4	CXXC-type zinc finger protein 4	1	198
Q9H790	EXO5_HUMAN	EXO5	Exonuclease V	1	373
Q9H7B2	RPF2_HUMAN	RPF2	Ribosome production factor 2 homolog	1	306
Q9NPC4	A4GAT_HUMAN	A4GALT	Lactosylceramide 4-alpha-galactosyltransferase	1	353
Q9NQ36	SCUB2_HUMAN	SCUBE2	Signal peptide, CUB and EGF-like domain-containing protein 2	1	999
Q9NR48	ASH1L_HUMAN	ASH1L	Histone-lysine N-methyltransferase ASH1L	1	2969
Q9NUJ7	PLCX1_HUMAN	PLCXD1	PI-PLC X domain-containing protein 1	1	323
Q9UBQ7	GRHPR_HUMAN	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase	1	328
Q9UJQ4	SALL4_HUMAN	SALL4	Sal-like protein 4	1	1053
Q9UJX2	CDC23_HUMAN	CDC23	Cell division cycle protein 23 homolog	1	597
Q9UKT4	FBX5_HUMAN	FBXO5	F-box only protein 5	1	447
Q9UNA4	POLI_HUMAN	POLI	DNA polymerase iota	1	740
Q9UPN7	PP6R1_HUMAN	PPP6R1	Serine/threonine-protein phosphatase 6 regulatory subunit 1	1	881
Q9Y236	OSGI2_HUMAN	OSGIN2	Oxidative stress-induced growth inhibitor 2	1	505
Q9Y239	NOD1_HUMAN	NOD1	Nucleotide-binding oligomerization domain-containing protein 1	1	953
Q9Y2J8	PADI2_HUMAN	PADI2	Protein-arginine deiminase type-2	1	665
Q9Y2M5	KLH20_HUMAN	KLHL20	Kelch-like protein 20	1	609
Q9Y5Q3	MAFB_HUMAN	MAFB	Transcription factor MafB	1	323
Q9Y693	LHPL6_HUMAN	LHFPL6	LHFPL tetraspan subfamily member 6 protein	1	200
A0A2R8Y7D0	TINCR_HUMAN	TINCR	Ubiquitin domain-containing protein TINCR	1	87
A6NDN3	GOG6B_HUMAN	GOLGA6B	Golgin subfamily A member 6B	1	693
A6NIX2	WTIP_HUMAN	WTIP	Wilms tumor protein 1-interacting protein	1	430
A6NNA2	SRRM3_HUMAN	SRRM3	Serine/arginine repetitive matrix protein 3	1	597
B7Z368	CJ142_HUMAN	LINC02881	Uncharacterized protein encoded by LINC02881	5	130
C0HMD7	INS4G_HUMAN	InSet4-G	Protein InSETG-4	1	151
O43617	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	1	180
O43680	TCF21_HUMAN	TCF21	Transcription factor 21	1	179
O60304	ZN500_HUMAN	ZNF500	Zinc finger protein 500	1	480
O60347	TBC12_HUMAN	TBC1D12	TBC1 domain family member 12	1	775
O60828	PQBP1_HUMAN	PQBP1	Polyglutamine-binding protein 1	1	265
O94985	CSTN1_HUMAN	CLSTN1	Calsyntenin-1	1	981
O95989	NUDT3_HUMAN	NUDT3	Diphosphoinositol polyphosphate phosphohydrolase 1	1	172
P04632	CPNS1_HUMAN	CAPNS1	Calpain small subunit 1	1	268
P05423	RPC4_HUMAN	POLR3D	DNA-directed RNA polymerase III subunit RPC4	1	398
P14060	3BHS1_HUMAN	HSD3B1	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1	1	373
P16157	ANK1_HUMAN	ANK1	Ankyrin-1	1	1881
P18627	LAG3_HUMAN	LAG3	Lymphocyte activation gene 3 protein	1	525
P25024	CXCR1_HUMAN	CXCR1	C-X-C chemokine receptor type 1	1	350
P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3	1	1051
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	1	252
P35325	SPR2B_HUMAN	SPRR2B	Small proline-rich protein 2B	2	72
P46952	3HAO_HUMAN	HAAO	3-hydroxyanthranilate 3,4-dioxygenase	1	286
P47710	CASA1_HUMAN	CSN1S1	Alpha-S1-casein	1	185
P51168	SCNNB_HUMAN	SCNN1B	Epithelial sodium channel subunit beta	1	640
P54760	EPHB4_HUMAN	EPHB4	Ephrin type-B receptor 4	1	987
P55774	CCL18_HUMAN	CCL18	C-C motif chemokine 18	1	89
P56134	ATPK_HUMAN	ATP5MF	ATP synthase F(0) complex subunit f, mitochondrial	1	94
P56589	PEX3_HUMAN	PEX3	Peroxisomal biogenesis factor 3	1	373
P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2	1	394
P61247	RS3A_HUMAN	RPS3A	Small ribosomal subunit protein eS1	1	264
P82930	RT34_HUMAN	MRPS34	Small ribosomal subunit protein mS34	1	218
Q06187	BTK_HUMAN	BTK	Tyrosine-protein kinase BTK	1	659
Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin	1	540
Q16513	PKN2_HUMAN	PKN2	Serine/threonine-protein kinase N2	1	984
Q16670	ZSC26_HUMAN	ZSCAN26	Zinc finger and SCAN domain-containing protein 26	1	478
Q3LI81	KR271_HUMAN	KRTAP27-1	Keratin-associated protein 27-1	2	207
Q502X0	MORN2_HUMAN	MORN2	MORN repeat-containing protein 2	1	79
Q53EU6	GPAT3_HUMAN	GPAT3	Glycerol-3-phosphate acyltransferase 3	1	434
Q5T160	SYRM_HUMAN	RARS2	Probable arginine--tRNA ligase, mitochondrial	1	578
Q5VY43	PEAR1_HUMAN	PEAR1	Platelet endothelial aggregation receptor 1	1	1037
Q5VY80	ULBP6_HUMAN	RAET1L	UL16-binding protein 6	1	246
Q5XKP0	MIC13_HUMAN	MICOS13	MICOS complex subunit MIC13	1	118
Q66LE6	2ABD_HUMAN	PPP2R2D	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	1	453
Q6AZW8	ZN660_HUMAN	ZNF660	Zinc finger protein 660	1	331
Q6IC83	CV042_HUMAN	C22orf42	Uncharacterized protein C22orf42	2	251
Q6NXG1	ESRP1_HUMAN	ESRP1	Epithelial splicing regulatory protein 1	1	681
Q6NXR0	IIGP5_HUMAN	IRGC	Interferon-inducible GTPase 5	1	463
Q6NZY4	ZCHC8_HUMAN	ZCCHC8	Zinc finger CCHC domain-containing protein 8	1	707
Q6ULP2	AFTIN_HUMAN	AFTPH	Aftiphilin	1	936
Q6UXI7	VITRN_HUMAN	VIT	Vitrin	1	678
Q6WN34	CRDL2_HUMAN	CHRDL2	Chordin-like protein 2	1	429
Q6ZW76	ANKS3_HUMAN	ANKS3	Ankyrin repeat and SAM domain-containing protein 3	1	656
Q7Z401	MYCPP_HUMAN	DENND4A	C-myc promoter-binding protein	1	1863
Q86SZ2	TPC6B_HUMAN	TRAPPC6B	Trafficking protein particle complex subunit 6B	1	158
Q86UG4	SO6A1_HUMAN	SLCO6A1	Solute carrier organic anion transporter family member 6A1	1	719
Q86WS4	RDIC1_HUMAN	REDIC1	Regulator of DNA class I crossover intermediates 1	1	652
Q86WT6	TRI69_HUMAN	TRIM69	E3 ubiquitin-protein ligase TRIM69	1	500
Q86XK7	VSIG1_HUMAN	VSIG1	V-set and immunoglobulin domain-containing protein 1	1	387
Q86XN6	ZN761_HUMAN	ZNF761	Zinc finger protein 761	1	746
Q8IYG6	LRC56_HUMAN	LRRC56	Leucine-rich repeat-containing protein 56	1	542
Q8IZ21	PHAR4_HUMAN	PHACTR4	Phosphatase and actin regulator 4	1	702
Q8N135	LGI4_HUMAN	LGI4	Leucine-rich repeat LGI family member 4	1	537
Q8N556	AFAP1_HUMAN	AFAP1	Actin filament-associated protein 1	1	730
Q8NFU1	BEST2_HUMAN	BEST2	Bestrophin-2a	1	509
Q8TCW9	PKR1_HUMAN	PROKR1	Prokineticin receptor 1	1	393
Q8WYK1	CNTP5_HUMAN	CNTNAP5	Contactin-associated protein-like 5	1	1306
Q92538	GBF1_HUMAN	GBF1	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	1	1860
Q92620	PRP16_HUMAN	DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	1	1227
Q92988	DLX4_HUMAN	DLX4	Homeobox protein DLX-4	1	240
Q96A08	H2B1A_HUMAN	H2BC1	Histone H2B type 1-A	1	127
Q96CN5	LRC45_HUMAN	LRRC45	Leucine-rich repeat-containing protein 45	1	670
Q96DR7	ARHGQ_HUMAN	ARHGEF26	Rho guanine nucleotide exchange factor 26	1	871
Q96IK1	BOD1_HUMAN	BOD1	Biorientation of chromosomes in cell division protein 1	1	185
Q96M61	MAGBI_HUMAN	MAGEB18	Melanoma-associated antigen B18	1	343
Q96NI6	LRFN5_HUMAN	LRFN5	Leucine-rich repeat and fibronectin type-III domain-containing protein 5	1	719
Q9BW62	KATL1_HUMAN	KATNAL1	Katanin p60 ATPase-containing subunit A-like 1	1	490
Q9BWJ5	SF3B5_HUMAN	SF3B5	Splicing factor 3B subunit 5	1	86
Q9BXC0	HCAR1_HUMAN	HCAR1	Hydroxycarboxylic acid receptor 1	1	346
Q9BZF1	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	1	889
Q9H0P0	5NT3A_HUMAN	NT5C3A	Cytosolic 5'-nucleotidase 3A	1	336
Q9H2S6	TNMD_HUMAN	TNMD	Tenomodulin	1	317
Q9H5H4	ZN768_HUMAN	ZNF768	Zinc finger protein 768	1	540
Q9H5J0	ZBTB3_HUMAN	ZBTB3	Zinc finger and BTB domain-containing protein 3	1	574
Q9H6K4	OPA3_HUMAN	OPA3	Optic atrophy 3 protein	1	179
Q9HAV7	GRPE1_HUMAN	GRPEL1	GrpE protein homolog 1, mitochondrial	1	217
Q9NP70	AMBN_HUMAN	AMBN	Ameloblastin	1	447
Q9NXX6	NSE4A_HUMAN	NSMCE4A	Non-structural maintenance of chromosomes element 4 homolog A	1	385
Q9NYG8	KCNK4_HUMAN	KCNK4	Potassium channel subfamily K member 4	1	393
Q9P2H5	UBP35_HUMAN	USP35	Ubiquitin carboxyl-terminal hydrolase 35	1	1018
Q9UGP4	LIMD1_HUMAN	LIMD1	LIM domain-containing protein 1	1	676
Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9	1	586
Q9UI14	PRAF1_HUMAN	RABAC1	Prenylated Rab acceptor protein 1	1	185
Q9ULA0	DNPEP_HUMAN	DNPEP	Aspartyl aminopeptidase	1	485
Q9ULD2	MTUS1_HUMAN	MTUS1	Microtubule-associated tumor suppressor 1	1	1270
Q9UN42	AT1B4_HUMAN	ATP1B4	Protein ATP1B4	1	357
Q9Y255	PRLD1_HUMAN	PRELID1	PRELI domain-containing protein 1, mitochondrial	1	219
Q9Y5I3	PCDA1_HUMAN	PCDHA1	Protocadherin alpha-1	1	950
X6R8R1	ST15B_HUMAN	SYT15B	Synaptotagmin-15B	3	474
A0A075B6K0	LV316_HUMAN	IGLV3-16	Immunoglobulin lambda variable 3-16	1	115
A0A0C4DH34	HV428_HUMAN	IGHV4-28	Immunoglobulin heavy variable 4-28	1	117
A1XBS5	CBAR1_HUMAN	CIBAR1	CBY1-interacting BAR domain-containing protein 1	1	289
A6PVY3	F177B_HUMAN	FAM177B	Protein FAM177B	1	158
D6REC4	CFA99_HUMAN	CFAP99	Cilia- and flagella-associated protein 99	1	646
E5RG02	PRS46_HUMAN	PRSS46P	Putative serine protease 46	3	174
O43347	MSI1H_HUMAN	MSI1	RNA-binding protein Musashi homolog 1	1	362
O60239	3BP5_HUMAN	SH3BP5	SH3 domain-binding protein 5	1	455
O75570	RF1M_HUMAN	MTRF1	Peptide chain release factor 1, mitochondrial	1	445
O75952	CABYR_HUMAN	CABYR	Calcium-binding tyrosine phosphorylation-regulated protein	1	493
O94761	RECQ4_HUMAN	RECQL4	ATP-dependent DNA helicase Q4	1	1208
O95206	PCDH8_HUMAN	PCDH8	Protocadherin-8	1	1070
O95239	KIF4A_HUMAN	KIF4A	Chromosome-associated kinesin KIF4A	1	1232
O95477	ABCA1_HUMAN	ABCA1	Phospholipid-transporting ATPase ABCA1	1	2261
O95528	GTR10_HUMAN	SLC2A10	Solute carrier family 2, facilitated glucose transporter member 10	1	541
O96011	PX11B_HUMAN	PEX11B	Peroxisomal membrane protein 11B	1	259
P02689	MYP2_HUMAN	PMP2	Myelin P2 protein	1	132
P08238	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta	1	724
P12277	KCRB_HUMAN	CKB	Creatine kinase B-type	1	381
P13987	CD59_HUMAN	CD59	CD59 glycoprotein	1	128
P14207	FOLR2_HUMAN	FOLR2	Folate receptor beta	1	255
P14616	INSRR_HUMAN	INSRR	Insulin receptor-related protein	1	1297
P15172	MYOD1_HUMAN	MYOD1	Myoblast determination protein 1	1	320
P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	1	107
P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	1	357
P32881	IFNA8_HUMAN	IFNA8	Interferon alpha-8	1	189
P49441	INPP_HUMAN	INPP1	Inositol polyphosphate 1-phosphatase	1	399
P49789	FHIT_HUMAN	FHIT	Bis(5'-adenosyl)-triphosphatase	1	147
P60323	NANO3_HUMAN	NANOS3	Nanos homolog 3	1	173
P62942	FKB1A_HUMAN	FKBP1A	Peptidyl-prolyl cis-trans isomerase FKBP1A	1	108
Q01668	CAC1D_HUMAN	CACNA1D	Voltage-dependent L-type calcium channel subunit alpha-1D	1	2161
Q06710	PAX8_HUMAN	PAX8	Paired box protein Pax-8	1	450
Q13797	ITA9_HUMAN	ITGA9	Integrin alpha-9	1	1035
Q14353	GAMT_HUMAN	GAMT	Guanidinoacetate N-methyltransferase	1	236
Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1	1	1186
Q15620	OR8B8_HUMAN	OR8B8	Olfactory receptor 8B8	2	311
Q16695	H31T_HUMAN	H3-4	Histone H3.1t	1	136
Q4G0X4	KCD21_HUMAN	KCTD21	BTB/POZ domain-containing protein KCTD21	1	260
Q504T8	MIDN_HUMAN	MIDN	Midnolin	1	468
Q5SQQ9	VAX1_HUMAN	VAX1	Ventral anterior homeobox 1	1	334
Q5T197	DCST1_HUMAN	DCST1	E3 ubiquitin-protein ligase DCST1	1	706
Q5T8A7	PPR26_HUMAN	PPP1R26	Protein phosphatase 1 regulatory subunit 26	1	1209
Q5VVQ6	OTU1_HUMAN	YOD1	Ubiquitin thioesterase OTU1	1	348
Q5VXI9	LIPN_HUMAN	LIPN	Lipase member N	1	398
Q6PCT2	FXL19_HUMAN	FBXL19	F-box/LRR-repeat protein 19	1	694
Q6PIY5	ARMD1_HUMAN	ARMH1	Armadillo-like helical domain containing protein 1	1	440
Q6PJ69	TRI65_HUMAN	TRIM65	E3 ubiquitin-protein ligase TRIM65	1	517
Q6ZSZ5	ARHGI_HUMAN	ARHGEF18	Rho guanine nucleotide exchange factor 18	1	1361
Q6ZTY9	CG065_HUMAN	LINC02902	Putative uncharacterized protein LINC02902	5	151
Q7L945	ZN627_HUMAN	ZNF627	Zinc finger protein 627	1	461
Q7Z5L3	C1QL2_HUMAN	C1QL2	Complement C1q-like protein 2	1	287
Q7Z6P3	RAB44_HUMAN	RAB44	Ras-related protein Rab-44	1	1021
Q7Z7C8	TAF8_HUMAN	TAF8	Transcription initiation factor TFIID subunit 8	1	310
Q86U06	RBM23_HUMAN	RBM23	Probable RNA-binding protein 23	1	439
Q86VQ6	TRXR3_HUMAN	TXNRD3	Thioredoxin reductase 3	1	643
Q8N145	LGI3_HUMAN	LGI3	Leucine-rich repeat LGI family member 3	1	548
Q8N1C3	GBRG1_HUMAN	GABRG1	Gamma-aminobutyric acid receptor subunit gamma-1	1	465
Q8N2Z9	CENPS_HUMAN	CENPS	Centromere protein S	1	138
Q8N394	TMTC2_HUMAN	TMTC2	Protein O-mannosyl-transferase TMTC2	1	836
Q8N3R9	PALS1_HUMAN	PALS1	Protein PALS1	1	675
Q8NBV8	SYT8_HUMAN	SYT8	Synaptotagmin-8	1	387
Q8NDM7	CFA43_HUMAN	CFAP43	Cilia- and flagella-associated protein 43	1	1665
Q8NEL9	DDHD1_HUMAN	DDHD1	Phospholipase DDHD1	1	900
Q8NFU3	TSTD1_HUMAN	TSTD1	Thiosulfate:glutathione sulfurtransferase	1	115
Q8NG41	NPB_HUMAN	NPB	Neuropeptide B	1	125
Q8NGI8	O5AN1_HUMAN	OR5AN1	Olfactory receptor 5AN1	1	311
Q8NGR5	OR1L4_HUMAN	OR1L4	Olfactory receptor 1L4	3	311
Q8TB03	CX038_HUMAN	CXorf38	Uncharacterized protein CXorf38	1	319
Q8WVX3	SRALN_HUMAN	ARLN	Sarcoplasmic/endoplasmic reticulum calcium ATPase regulator ARLN	1	66
Q92544	TM9S4_HUMAN	TM9SF4	Transmembrane 9 superfamily member 4	1	642
Q96AP7	ESAM_HUMAN	ESAM	Endothelial cell-selective adhesion molecule	1	390
Q96FC7	PHIPL_HUMAN	PHYHIPL	Phytanoyl-CoA hydroxylase-interacting protein-like	1	376
Q96LT7	CI072_HUMAN	C9orf72	Guanine nucleotide exchange factor C9orf72	1	481
Q96RK0	CIC_HUMAN	CIC	Protein capicua homolog	1	2517
Q96S82	UBL7_HUMAN	UBL7	Ubiquitin-like protein 7	1	380
Q99572	P2RX7_HUMAN	P2RX7	P2X purinoceptor 7	1	595
Q99741	CDC6_HUMAN	CDC6	DNA replication factor CDC6	1	560
Q9BQ08	RETNB_HUMAN	RETNLB	Resistin-like beta	2	111
Q9BS16	CENPK_HUMAN	CENPK	Centromere protein K	1	269
Q9BSK2	S2533_HUMAN	SLC25A33	Solute carrier family 25 member 33	1	321
Q9BY89	K1671_HUMAN	KIAA1671	Uncharacterized protein KIAA1671	1	1806
Q9H0C2	ADT4_HUMAN	SLC25A31	ADP/ATP translocase 4	1	315
Q9H3E2	SNX25_HUMAN	SNX25	Sorting nexin-25	1	840
Q9H4G4	GAPR1_HUMAN	GLIPR2	Golgi-associated plant pathogenesis-related protein 1	1	154
Q9H6L2	TM231_HUMAN	TMEM231	Transmembrane protein 231	1	316
Q9H6U8	ALG9_HUMAN	ALG9	Alpha-1,2-mannosyltransferase ALG9	1	611
Q9H7F4	T185B_HUMAN	TMEM185B	Transmembrane protein 185B	1	350
Q9H7X0	NAA60_HUMAN	NAA60	N-alpha-acetyltransferase 60	1	242
Q9HAW4	CLSPN_HUMAN	CLSPN	Claspin	1	1339
Q9HCX4	TRPC7_HUMAN	TRPC7	Short transient receptor potential channel 7	1	862
Q9NQ69	LHX9_HUMAN	LHX9	LIM/homeobox protein Lhx9	1	397
Q9NYF3	FA53C_HUMAN	FAM53C	Protein FAM53C	1	392
Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20	1	824
Q9ULG1	INO80_HUMAN	INO80	Chromatin-remodeling ATPase INO80	1	1556
Q9Y576	ASB1_HUMAN	ASB1	Ankyrin repeat and SOCS box protein 1	1	335
Q9Y5M8	SRPRB_HUMAN	SRPRB	Signal recognition particle receptor subunit beta	1	271
Q9Y6Q3	ZFP37_HUMAN	ZFP37	Zinc finger protein 37 homolog	1	630
A0A087X179	TBC3E_HUMAN	TBC1D3E	TBC1 domain family member 3E	2	549
A0A087X1G2	TBC3K_HUMAN	TBC1D3K	TBC1 domain family member 3K	3	549
A0A1B0GTK5	F236D_HUMAN	FAM236D	Protein FAM236D	3	79
A6NGU7	CX028_HUMAN	LINC01546	Putative uncharacterized protein encoded by LINC01546	5	62
A6NJW4	LRR3C_HUMAN	LRRC3C	Leucine-rich repeat-containing protein 3C	2	275
A6NK97	S22AK_HUMAN	SLC22A20P	Solute carrier family 22 member 20	2	555
A8K5M9	CO062_HUMAN	C15orf62	Uncharacterized protein C15orf62, mitochondrial	1	175
O15062	ZBTB5_HUMAN	ZBTB5	Zinc finger and BTB domain-containing protein 5	1	677
O60224	SSX4_HUMAN	SSX4	Protein SSX4	1	188
O60279	SUSD5_HUMAN	SUSD5	Sushi domain-containing protein 5	1	629
O95484	CLD9_HUMAN	CLDN9	Claudin-9	1	217
O95789	ZMYM6_HUMAN	ZMYM6	Zinc finger MYM-type protein 6	1	1325
P04271	S100B_HUMAN	S100B	Protein S100-B	1	92
P08034	CXB1_HUMAN	GJB1	Gap junction beta-1 protein	1	283
P08910	ABHD2_HUMAN	ABHD2	Monoacylglycerol lipase ABHD2	1	425
P0DMU2	OR8G3_HUMAN	OR8G3	Olfactory receptor 8G3	3	310
P0DUH7	HRURF_HUMAN	HRURF	Protein HRURF	1	34
P11172	UMPS_HUMAN	UMPS	Uridine 5'-monophosphate synthase	1	480
P12821	ACE_HUMAN	ACE	Angiotensin-converting enzyme	1	1306
P15169	CBPN_HUMAN	CPN1	Carboxypeptidase N catalytic chain	1	458
P24530	EDNRB_HUMAN	EDNRB	Endothelin receptor type B	1	442
P25791	RBTN2_HUMAN	LMO2	Rhombotin-2	1	158
P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2	1	354
P35453	HXD13_HUMAN	HOXD13	Homeobox protein Hox-D13	1	343
P40238	TPOR_HUMAN	MPL	Thrombopoietin receptor	1	635
P40259	CD79B_HUMAN	CD79B	B-cell antigen receptor complex-associated protein beta chain	1	229
P43308	SSRB_HUMAN	SSR2	Translocon-associated protein subunit beta	1	183
P48595	SPB10_HUMAN	SERPINB10	Serpin B10	1	397
P49023	PAXI_HUMAN	PXN	Paxillin	1	591
P52823	STC1_HUMAN	STC1	Stanniocalcin-1	1	247
P58753	TIRAP_HUMAN	TIRAP	Toll/interleukin-1 receptor domain-containing adapter protein	1	221
P84101	SERF2_HUMAN	SERF2	Small EDRK-rich factor 2	1	59
Q02548	PAX5_HUMAN	PAX5	Paired box protein Pax-5	1	391
Q03721	KCNC4_HUMAN	KCNC4	Voltage-gated potassium channel KCNC4	1	635
Q10571	MN1_HUMAN	MN1	Transcriptional activator MN1	1	1320
Q13438	OS9_HUMAN	OS9	Protein OS-9	1	667
Q13882	PTK6_HUMAN	PTK6	Protein-tyrosine kinase 6	1	451
Q32M78	ZN699_HUMAN	ZNF699	Zinc finger protein 699	1	642
Q4VCS5	AMOT_HUMAN	AMOT	Angiomotin	1	1084
Q53GL7	PAR10_HUMAN	PARP10	Protein mono-ADP-ribosyltransferase PARP10	1	1025
Q5GFL6	VWA2_HUMAN	VWA2	von Willebrand factor A domain-containing protein 2	1	755
Q5TDH0	DDI2_HUMAN	DDI2	Protein DDI1 homolog 2	1	399
Q5VV16	FX4L5_HUMAN	FOXD4L5	Forkhead box protein D4-like 5	3	416
Q5W0Q7	USPL1_HUMAN	USPL1	SUMO-specific isopeptidase USPL1	1	1092
Q69YI7	NAIF1_HUMAN	NAIF1	Nuclear apoptosis-inducing factor 1	1	327
Q6NT89	TRNP1_HUMAN	TRNP1	TMF-regulated nuclear protein 1	1	227
Q6PD74	AAGAB_HUMAN	AAGAB	Alpha- and gamma-adaptin-binding protein p34	1	315
Q6R2W3	SCND3_HUMAN	SCAND3	SCAN domain-containing protein 3	1	1325
Q6UWN8	ISK6_HUMAN	SPINK6	Serine protease inhibitor Kazal-type 6	1	80
Q6UXB3	LYPD2_HUMAN	LYPD2	Ly6/PLAUR domain-containing protein 2	1	125
Q6ZSK4	NTAS1_HUMAN	NTM-AS1	Putative uncharacterized protein NTM-AS1	5	140
Q7Z5H5	VN1R4_HUMAN	VN1R4	Vomeronasal type-1 receptor 4	2	301
Q86T90	K1328_HUMAN	KIAA1328	Protein hinderin	1	577
Q86TG7	PEG10_HUMAN	PEG10	Retrotransposon-derived protein PEG10	1	708
Q86TI0	TBCD1_HUMAN	TBC1D1	TBC1 domain family member 1	1	1168
Q8IUH8	SPP2C_HUMAN	SPPL2C	Signal peptide peptidase-like 2C	1	684
Q8IUI8	CRLF3_HUMAN	CRLF3	Cytokine receptor-like factor 3	1	442
Q8IYS1	P20D2_HUMAN	PM20D2	Xaa-Arg dipeptidase	1	436
Q8N2M8	CLASR_HUMAN	CLASRP	CLK4-associating serine/arginine rich protein	1	674
Q8N3J5	PPM1K_HUMAN	PPM1K	Protein phosphatase Mn(2+)-dependent 1K	1	372
Q8NET5	NFAM1_HUMAN	NFAM1	NFAT activation molecule 1	1	270
Q8NGW1	OR6B3_HUMAN	OR6B3	Olfactory receptor 6B3	3	331
Q8NHW5	RLA0L_HUMAN	RPLP0P6	Putative ribosomal protein uL10-like	5	317
Q8TBE1	CNIH3_HUMAN	CNIH3	Protein cornichon homolog 3	1	160
Q8TDN4	CABL1_HUMAN	CABLES1	CDK5 and ABL1 enzyme substrate 1	1	633
Q8WWC4	MAIP1_HUMAN	MAIP1	m-AAA protease-interacting protein 1, mitochondrial	1	291
Q8WZB0	CI130_HUMAN	ERCC6L2-AS1	Putative uncharacterized protein ERCC6L2-AS1	5	136
Q969E1	LEAP2_HUMAN	LEAP2	Liver-expressed antimicrobial peptide 2	1	77
Q96IU2	ZBED3_HUMAN	ZBED3	Zinc finger BED domain-containing protein 3	1	234
Q96LB8	PGRP4_HUMAN	PGLYRP4	Peptidoglycan recognition protein 4	1	373
Q96LR9	APLD1_HUMAN	APOLD1	Apolipoprotein L domain-containing protein 1	1	279
Q96MB7	HARB1_HUMAN	HARBI1	Putative nuclease HARBI1	1	349
Q96N06	SPT33_HUMAN	SPATA33	Spermatogenesis-associated protein 33	1	139
Q96N58	ZN578_HUMAN	ZNF578	Zinc finger protein 578	1	590
Q96NU1	SAM11_HUMAN	SAMD11	Sterile alpha motif domain-containing protein 11	1	681
Q96PX9	PKH4B_HUMAN	PLEKHG4B	Pleckstrin homology domain-containing family G member 4B	1	1627
Q96QZ7	MAGI1_HUMAN	MAGI1	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1	1	1491
Q9BYN8	RT26_HUMAN	MRPS26	Small ribosomal subunit protein mS26	1	205
Q9C091	GRB1L_HUMAN	GREB1L	GREB1-like protein	1	1923
Q9GZQ4	NMUR2_HUMAN	NMUR2	Neuromedin-U receptor 2	1	415
Q9GZZ8	LACRT_HUMAN	LACRT	Extracellular glycoprotein lacritin	1	138
Q9H6U6	BCAS3_HUMAN	BCAS3	BCAS3 microtubule associated cell migration factor	1	928
Q9HAU5	RENT2_HUMAN	UPF2	Regulator of nonsense transcripts 2	1	1272
Q9HCK5	AGO4_HUMAN	AGO4	Protein argonaute-4	1	861
Q9HCN3	PGAP6_HUMAN	PGAP6	Post-GPI attachment to proteins factor 6	1	771
Q9NRA8	4ET_HUMAN	EIF4ENIF1	Eukaryotic translation initiation factor 4E transporter	1	985
Q9NWX6	THG1_HUMAN	THG1L	Probable tRNA(His) guanylyltransferase	1	298
Q9NWZ5	UCKL1_HUMAN	UCKL1	Uridine-cytidine kinase-like 1	1	548
Q9P0T7	TMEM9_HUMAN	TMEM9	Proton-transporting V-type ATPase complex assembly regulator TMEM9	1	183
Q9P272	TRM9B_HUMAN	TRMT9B	Probable tRNA methyltransferase 9B	1	454
Q9UKN5	PRDM4_HUMAN	PRDM4	PR domain zinc finger protein 4	1	801
Q9UKU9	ANGL2_HUMAN	ANGPTL2	Angiopoietin-related protein 2	1	493
Q9UN37	VPS4A_HUMAN	VPS4A	Vacuolar protein sorting-associated protein 4A	1	437
